,database,engine,test_name,test_type,cpus,indexed_table,was_indexed,result_size,query,query_type,table_size,real,user,sys
19613,Postgres,Postgres,joins,select,2,cities,True,10000000,one_join,WHERE,,54.041,43.041,3.092
19614,Postgres,Postgres,joins,select,2,cities,True,10000000,one_join,WHERE,,54.296,43.204,3.179
19615,Postgres,Postgres,joins,select,2,cities,True,1,one_join_where,WHERE,,0.032,0.017,0.008
19616,Postgres,Postgres,joins,select,2,cities,True,1,one_join_where,WHERE,,0.032,0.025,0.0
19617,Postgres,Postgres,joins,select,2,cities,True,1,one_join_where,WHERE,,0.029,0.012,0.012
19618,Postgres,Postgres,joins,select,2,cities,True,1,one_join_where,WHERE,,0.031,0.01,0.015
19619,Postgres,Postgres,joins,select,2,cities,True,1,one_join_where,WHERE,,0.03,0.014,0.01
19620,Postgres,Postgres,joins,select,2,cities,True,1,one_join_where,WHERE,,0.032,0.02,0.005
19621,Postgres,Postgres,joins,select,2,cities,True,1,one_join_where,WHERE,,0.031,0.014,0.01
19622,Postgres,Postgres,joins,select,2,cities,True,1,one_join_where,WHERE,,0.032,0.022,0.004
19623,Postgres,Postgres,joins,select,2,cities,True,1,one_join_where,WHERE,,0.031,0.021,0.004
19624,Postgres,Postgres,joins,select,2,cities,True,1,one_join_where,WHERE,,0.031,0.011,0.014
19625,Postgres,Postgres,joins,select,2,cities,True,100000,three_joins,WHERE,,2.68,0.712,0.052
19626,Postgres,Postgres,joins,select,2,cities,True,100000,three_joins,WHERE,,2.692,0.712,0.052
19627,Postgres,Postgres,joins,select,2,cities,True,100000,three_joins,WHERE,,2.69,0.707,0.052
19628,Postgres,Postgres,joins,select,2,cities,True,100000,three_joins,WHERE,,2.638,0.749,0.03
19629,Postgres,Postgres,joins,select,2,cities,True,100000,three_joins,WHERE,,2.682,0.739,0.05
19630,Postgres,Postgres,joins,select,2,cities,True,100000,three_joins,WHERE,,2.682,0.736,0.05
19631,Postgres,Postgres,joins,select,2,cities,True,100000,three_joins,WHERE,,2.682,0.713,0.051
19632,Postgres,Postgres,joins,select,2,cities,True,100000,three_joins,WHERE,,2.638,0.728,0.039
19633,Postgres,Postgres,joins,select,2,cities,True,100000,three_joins,WHERE,,2.67,0.712,0.055
19634,Postgres,Postgres,joins,select,2,cities,True,100000,three_joins,WHERE,,2.722,0.691,0.079
19635,Postgres,Postgres,joins,select,2,cities,True,3,three_joins_where,WHERE,,0.034,0.02,0.005
19636,Postgres,Postgres,joins,select,2,cities,True,3,three_joins_where,WHERE,,0.035,0.021,0.004
19637,Postgres,Postgres,joins,select,2,cities,True,3,three_joins_where,WHERE,,0.033,0.014,0.01
19638,Postgres,Postgres,joins,select,2,cities,True,3,three_joins_where,WHERE,,0.033,0.016,0.008
19639,Postgres,Postgres,joins,select,2,cities,True,3,three_joins_where,WHERE,,0.034,0.024,0.001
19640,Postgres,Postgres,joins,select,2,cities,True,3,three_joins_where,WHERE,,0.035,0.016,0.008
19641,Postgres,Postgres,joins,select,2,cities,True,3,three_joins_where,WHERE,,0.033,0.016,0.008
19642,Postgres,Postgres,joins,select,2,cities,True,3,three_joins_where,WHERE,,0.035,0.017,0.008
19643,Postgres,Postgres,joins,select,2,cities,True,3,three_joins_where,WHERE,,0.034,0.019,0.005
19644,Postgres,Postgres,joins,select,2,cities,True,3,three_joins_where,WHERE,,0.034,0.02,0.005
19645,Postgres,Postgres,joins,select,2,cities,True,10000000,two_joins,WHERE,,73.051,57.337,4.284
19646,Postgres,Postgres,joins,select,2,cities,True,10000000,two_joins,WHERE,,73.024,57.629,3.89
19647,Postgres,Postgres,joins,select,2,cities,True,10000000,two_joins,WHERE,,82.821,60.105,6.015
19648,Postgres,Postgres,joins,select,2,cities,True,10000000,two_joins,WHERE,,77.557,56.831,4.215
19649,Postgres,Postgres,joins,select,2,cities,True,10000000,two_joins,WHERE,,73.221,57.833,3.978
19650,Postgres,Postgres,joins,select,2,cities,True,10000000,two_joins,WHERE,,72.21000000000001,56.876,4.154
19651,Postgres,Postgres,joins,select,2,cities,True,10000000,two_joins,WHERE,,72.822,57.256,4.119
19652,Postgres,Postgres,joins,select,2,cities,True,10000000,two_joins,WHERE,,72.44,57.151,3.939
19653,Postgres,Postgres,joins,select,2,cities,True,10000000,two_joins,WHERE,,73.746,57.184,4.278
19654,Postgres,Postgres,joins,select,2,cities,True,10000000,two_joins,WHERE,,72.235,56.697,4.157
19655,Postgres,Postgres,joins,select,2,cities,True,1,two_joins_where,WHERE,,0.032,0.016,0.008
19656,Postgres,Postgres,joins,select,2,cities,True,1,two_joins_where,WHERE,,0.032,0.025,0.0
19657,Postgres,Postgres,joins,select,2,cities,True,1,two_joins_where,WHERE,,0.032,0.017,0.008
19658,Postgres,Postgres,joins,select,2,cities,True,1,two_joins_where,WHERE,,0.032,0.021,0.003
19659,Postgres,Postgres,joins,select,2,cities,True,1,two_joins_where,WHERE,,0.031,0.023,0.001
19660,Postgres,Postgres,joins,select,2,cities,True,1,two_joins_where,WHERE,,0.032,0.017,0.008
19661,Postgres,Postgres,joins,select,2,cities,True,1,two_joins_where,WHERE,,0.031,0.019,0.005
19662,Postgres,Postgres,joins,select,2,cities,True,1,two_joins_where,WHERE,,0.032,0.019,0.005
19663,Postgres,Postgres,joins,select,2,cities,True,1,two_joins_where,WHERE,,0.031,0.014,0.009
19664,Postgres,Postgres,joins,select,2,cities,True,1,two_joins_where,WHERE,,0.032,0.016,0.008
19665,Postgres,Postgres,joins,select,2,cities,False,10000000,one_join,WHERE,,57.618,43.332,3.159
19666,Postgres,Postgres,joins,select,2,cities,False,10000000,one_join,WHERE,,58.225,47.048,3.223
19667,Postgres,Postgres,joins,select,2,cities,False,10000000,one_join,WHERE,,54.193,43.17,3.088
19668,Postgres,Postgres,joins,select,2,cities,False,10000000,one_join,WHERE,,54.358,43.314,3.304
19669,Postgres,Postgres,joins,select,2,cities,False,10000000,one_join,WHERE,,53.985,43.095,3.252
19670,Postgres,Postgres,joins,select,2,cities,False,10000000,one_join,WHERE,,53.796,42.96,3.276
19671,Postgres,Postgres,joins,select,2,cities,False,10000000,one_join,WHERE,,54.324,43.549,3.009
19672,Postgres,Postgres,joins,select,2,cities,False,10000000,one_join,WHERE,,54.074,43.002,3.107
19673,Postgres,Postgres,joins,select,2,cities,False,10000000,one_join,WHERE,,55.799,44.866,3.348
19674,Postgres,Postgres,joins,select,2,cities,False,10000000,one_join,WHERE,,55.859,44.883,3.027
19675,Postgres,Postgres,joins,select,2,cities,False,1,one_join_where,WHERE,,0.036,0.019,0.005
19676,Postgres,Postgres,joins,select,2,cities,False,1,one_join_where,WHERE,,0.038,0.021,0.004
19677,Postgres,Postgres,joins,select,2,cities,False,1,one_join_where,WHERE,,0.038,0.013,0.012
19678,Postgres,Postgres,joins,select,2,cities,False,1,one_join_where,WHERE,,0.037,0.021,0.004
19679,Postgres,Postgres,joins,select,2,cities,False,1,one_join_where,WHERE,,0.038,0.019,0.005
19680,Postgres,Postgres,joins,select,2,cities,False,1,one_join_where,WHERE,,0.036,0.024,0.0
19681,Postgres,Postgres,joins,select,2,cities,False,1,one_join_where,WHERE,,0.037,0.017,0.008
19682,Postgres,Postgres,joins,select,2,cities,False,1,one_join_where,WHERE,,0.037,0.021,0.003
19683,Postgres,Postgres,joins,select,2,cities,False,1,one_join_where,WHERE,,0.037,0.012,0.012
19684,Postgres,Postgres,joins,select,2,cities,False,1,one_join_where,WHERE,,0.037,0.018,0.007
19685,Postgres,Postgres,joins,select,2,cities,False,100000,three_joins,WHERE,,2.64,0.707,0.056
19686,Postgres,Postgres,joins,select,2,cities,False,100000,three_joins,WHERE,,2.666,0.725,0.039
19687,Postgres,Postgres,joins,select,2,cities,False,100000,three_joins,WHERE,,2.69,0.731,0.038
19688,Postgres,Postgres,joins,select,2,cities,False,100000,three_joins,WHERE,,2.673,0.69,0.064
19689,Postgres,Postgres,joins,select,2,cities,False,100000,three_joins,WHERE,,2.714,0.709,0.06
19690,Postgres,Postgres,joins,select,2,cities,False,100000,three_joins,WHERE,,2.694,0.668,0.088
19691,Postgres,Postgres,joins,select,2,cities,False,100000,three_joins,WHERE,,2.609,0.716,0.051
19692,Postgres,Postgres,joins,select,2,cities,False,100000,three_joins,WHERE,,2.68,0.692,0.067
19693,Postgres,Postgres,joins,select,2,cities,False,100000,three_joins,WHERE,,2.68,0.698,0.065
19694,Postgres,Postgres,joins,select,2,cities,False,100000,three_joins,WHERE,,2.665,0.713,0.079
19695,Postgres,Postgres,joins,select,2,cities,False,3,three_joins_where,WHERE,,0.034,0.021,0.003
19696,Postgres,Postgres,joins,select,2,cities,False,3,three_joins_where,WHERE,,0.036,0.016,0.008
19697,Postgres,Postgres,joins,select,2,cities,False,3,three_joins_where,WHERE,,0.034,0.016,0.008
19698,Postgres,Postgres,joins,select,2,cities,False,3,three_joins_where,WHERE,,0.036,0.022,0.004
19699,Postgres,Postgres,joins,select,2,cities,False,3,three_joins_where,WHERE,,0.036,0.012,0.012
19700,Postgres,Postgres,joins,select,2,cities,False,3,three_joins_where,WHERE,,0.035,0.025,0.0
19701,Postgres,Postgres,joins,select,2,cities,False,3,three_joins_where,WHERE,,0.035,0.018,0.007
19702,Postgres,Postgres,joins,select,2,cities,False,3,three_joins_where,WHERE,,0.035,0.014,0.01
19703,Postgres,Postgres,joins,select,2,cities,False,3,three_joins_where,WHERE,,0.034,0.017,0.007
19704,Postgres,Postgres,joins,select,2,cities,False,3,three_joins_where,WHERE,,0.035,0.011,0.014
19705,Postgres,Postgres,joins,select,2,cities,False,10000000,two_joins,WHERE,,72.077,56.792,4.304
19706,Postgres,Postgres,joins,select,2,cities,False,10000000,two_joins,WHERE,,72.56,57.565,4.037
19707,Postgres,Postgres,joins,select,2,cities,False,10000000,two_joins,WHERE,,72.266,56.84,4.145
19708,Postgres,Postgres,joins,select,2,cities,False,10000000,two_joins,WHERE,,73.196,57.472,4.22
19709,Postgres,Postgres,joins,select,2,cities,False,10000000,two_joins,WHERE,,72.18299999999999,56.989,3.95
19710,Postgres,Postgres,joins,select,2,cities,False,10000000,two_joins,WHERE,,72.644,57.278,4.266
19711,Postgres,Postgres,joins,select,2,cities,False,10000000,two_joins,WHERE,,73.05799999999999,57.489,4.129
19712,Postgres,Postgres,joins,select,2,cities,False,10000000,two_joins,WHERE,,74.676,59.343,4.06
19713,Postgres,Postgres,joins,select,2,cities,False,10000000,two_joins,WHERE,,73.355,57.519,4.328
19714,Postgres,Postgres,joins,select,2,cities,False,10000000,two_joins,WHERE,,72.719,57.278,4.074
19715,Postgres,Postgres,joins,select,2,cities,False,1,two_joins_where,WHERE,,0.031,0.021,0.003
19716,Postgres,Postgres,joins,select,2,cities,False,1,two_joins_where,WHERE,,0.031,0.025,0.0
19717,Postgres,Postgres,joins,select,2,cities,False,1,two_joins_where,WHERE,,0.031,0.02,0.005
19718,Postgres,Postgres,joins,select,2,cities,False,1,two_joins_where,WHERE,,0.031,0.015,0.01
19719,Postgres,Postgres,joins,select,2,cities,False,1,two_joins_where,WHERE,,0.032,0.015,0.011
19720,Postgres,Postgres,joins,select,2,cities,False,1,two_joins_where,WHERE,,0.031,0.024,0.0
19721,Postgres,Postgres,joins,select,2,cities,False,1,two_joins_where,WHERE,,0.031,0.024,0.0
19722,Postgres,Postgres,joins,select,2,cities,False,1,two_joins_where,WHERE,,0.031,0.021,0.004
19723,Postgres,Postgres,joins,select,2,cities,False,1,two_joins_where,WHERE,,0.034,0.016,0.008
19724,Postgres,Postgres,joins,select,2,cities,False,1,two_joins_where,WHERE,,0.031,0.014,0.01
19725,Postgres,Postgres,joins,select,2,clients,True,10000000,one_join,WHERE,,54.393,43.691,3.0
19726,Postgres,Postgres,joins,select,2,clients,True,10000000,one_join,WHERE,,54.693,43.69,3.069
19727,Postgres,Postgres,joins,select,2,clients,True,10000000,one_join,WHERE,,54.522,43.567,3.085
19728,Postgres,Postgres,joins,select,2,clients,True,10000000,one_join,WHERE,,54.279,43.523,3.112
19729,Postgres,Postgres,joins,select,2,clients,True,10000000,one_join,WHERE,,54.781,43.691,3.163
19730,Postgres,Postgres,joins,select,2,clients,True,10000000,one_join,WHERE,,53.888,42.943,3.242
19731,Postgres,Postgres,joins,select,2,clients,True,10000000,one_join,WHERE,,54.706,43.443,3.111
19732,Postgres,Postgres,joins,select,2,clients,True,10000000,one_join,WHERE,,55.831,44.82,3.023
19733,Postgres,Postgres,joins,select,2,clients,True,10000000,one_join,WHERE,,54.225,43.089,3.278
19734,Postgres,Postgres,joins,select,2,clients,True,10000000,one_join,WHERE,,53.915,42.782,3.062
19735,Postgres,Postgres,joins,select,2,clients,True,1,one_join_where,WHERE,,0.038,0.009,0.017
19736,Postgres,Postgres,joins,select,2,clients,True,1,one_join_where,WHERE,,0.037,0.02,0.004
19737,Postgres,Postgres,joins,select,2,clients,True,1,one_join_where,WHERE,,0.036,0.024,0.0
19738,Postgres,Postgres,joins,select,2,clients,True,1,one_join_where,WHERE,,0.037,0.014,0.009
19739,Postgres,Postgres,joins,select,2,clients,True,1,one_join_where,WHERE,,0.036,0.02,0.004
19740,Postgres,Postgres,joins,select,2,clients,True,1,one_join_where,WHERE,,0.037,0.015,0.009
19741,Postgres,Postgres,joins,select,2,clients,True,1,one_join_where,WHERE,,0.036,0.02,0.004
19742,Postgres,Postgres,joins,select,2,clients,True,1,one_join_where,WHERE,,0.037,0.015,0.008
19743,Postgres,Postgres,joins,select,2,clients,True,1,one_join_where,WHERE,,0.039,0.026,0.0
19744,Postgres,Postgres,joins,select,2,clients,True,1,one_join_where,WHERE,,0.037,0.018,0.005
19745,Postgres,Postgres,joins,select,2,clients,True,100000,three_joins,WHERE,,2.721,0.717,0.067
19746,Postgres,Postgres,joins,select,2,clients,True,100000,three_joins,WHERE,,2.692,0.692,0.068
19747,Postgres,Postgres,joins,select,2,clients,True,100000,three_joins,WHERE,,2.641,0.708,0.056
19748,Postgres,Postgres,joins,select,2,clients,True,100000,three_joins,WHERE,,2.669,0.711,0.064
19749,Postgres,Postgres,joins,select,2,clients,True,100000,three_joins,WHERE,,2.708,0.729,0.047
19750,Postgres,Postgres,joins,select,2,clients,True,100000,three_joins,WHERE,,2.664,0.691,0.066
19751,Postgres,Postgres,joins,select,2,clients,True,100000,three_joins,WHERE,,2.702,0.695,0.068
19752,Postgres,Postgres,joins,select,2,clients,True,100000,three_joins,WHERE,,3.317,0.896,0.065
19753,Postgres,Postgres,joins,select,2,clients,True,100000,three_joins,WHERE,,2.768,0.722,0.051
19754,Postgres,Postgres,joins,select,2,clients,True,100000,three_joins,WHERE,,2.697,0.699,0.056
19755,Postgres,Postgres,joins,select,2,clients,True,3,three_joins_where,WHERE,,0.035,0.021,0.004
19756,Postgres,Postgres,joins,select,2,clients,True,3,three_joins_where,WHERE,,0.034,0.021,0.004
19757,Postgres,Postgres,joins,select,2,clients,True,3,three_joins_where,WHERE,,0.035,0.017,0.007
19758,Postgres,Postgres,joins,select,2,clients,True,3,three_joins_where,WHERE,,0.035,0.017,0.008
19759,Postgres,Postgres,joins,select,2,clients,True,3,three_joins_where,WHERE,,0.035,0.017,0.008
19760,Postgres,Postgres,joins,select,2,clients,True,3,three_joins_where,WHERE,,0.035,0.018,0.007
19761,Postgres,Postgres,joins,select,2,clients,True,3,three_joins_where,WHERE,,0.036,0.017,0.008
19762,Postgres,Postgres,joins,select,2,clients,True,3,three_joins_where,WHERE,,0.035,0.017,0.008
19763,Postgres,Postgres,joins,select,2,clients,True,3,three_joins_where,WHERE,,0.035,0.016,0.008
19764,Postgres,Postgres,joins,select,2,clients,True,3,three_joins_where,WHERE,,0.034,0.017,0.007
19765,Postgres,Postgres,joins,select,2,clients,True,10000000,two_joins,WHERE,,72.23,56.688,4.053
19766,Postgres,Postgres,joins,select,2,clients,True,10000000,two_joins,WHERE,,72.749,57.624,4.048
19767,Postgres,Postgres,joins,select,2,clients,True,10000000,two_joins,WHERE,,73.22,58.112,4.04
19768,Postgres,Postgres,joins,select,2,clients,True,10000000,two_joins,WHERE,,73.545,57.441,3.828
19769,Postgres,Postgres,joins,select,2,clients,True,10000000,two_joins,WHERE,,72.805,57.573,4.194
19770,Postgres,Postgres,joins,select,2,clients,True,10000000,two_joins,WHERE,,72.562,57.411,4.233
19771,Postgres,Postgres,joins,select,2,clients,True,10000000,two_joins,WHERE,,77.44800000000001,57.527,4.164
19772,Postgres,Postgres,joins,select,2,clients,True,10000000,two_joins,WHERE,,73.313,57.995,3.983
19773,Postgres,Postgres,joins,select,2,clients,True,10000000,two_joins,WHERE,,74.897,57.121,4.396
19774,Postgres,Postgres,joins,select,2,clients,True,10000000,two_joins,WHERE,,72.43,57.327,4.236
19775,Postgres,Postgres,joins,select,2,clients,True,1,two_joins_where,WHERE,,0.031,0.019,0.005
19776,Postgres,Postgres,joins,select,2,clients,True,1,two_joins_where,WHERE,,0.032,0.017,0.008
19777,Postgres,Postgres,joins,select,2,clients,True,1,two_joins_where,WHERE,,0.033,0.017,0.008
19778,Postgres,Postgres,joins,select,2,clients,True,1,two_joins_where,WHERE,,0.031,0.024,0.0
19779,Postgres,Postgres,joins,select,2,clients,True,1,two_joins_where,WHERE,,0.032,0.017,0.008
19780,Postgres,Postgres,joins,select,2,clients,True,1,two_joins_where,WHERE,,0.032,0.025,0.0
19781,Postgres,Postgres,joins,select,2,clients,True,1,two_joins_where,WHERE,,0.032,0.014,0.009
19782,Postgres,Postgres,joins,select,2,clients,True,1,two_joins_where,WHERE,,0.032,0.021,0.004
19783,Postgres,Postgres,joins,select,2,clients,True,1,two_joins_where,WHERE,,0.032,0.016,0.008
19784,Postgres,Postgres,joins,select,2,clients,True,1,two_joins_where,WHERE,,0.03,0.019,0.005
19785,Postgres,Postgres,joins,select,2,clients,False,10000000,one_join,WHERE,,54.602,43.406,3.404
19786,Postgres,Postgres,joins,select,2,clients,False,10000000,one_join,WHERE,,60.481,44.342,3.138
19787,Postgres,Postgres,joins,select,2,clients,False,10000000,one_join,WHERE,,54.626,43.825,3.123
19788,Postgres,Postgres,joins,select,2,clients,False,10000000,one_join,WHERE,,54.694,43.571,2.998
19789,Postgres,Postgres,joins,select,2,clients,False,10000000,one_join,WHERE,,54.588,43.315,3.358
19790,Postgres,Postgres,joins,select,2,clients,False,10000000,one_join,WHERE,,54.21,43.052,3.085
19791,Postgres,Postgres,joins,select,2,clients,False,10000000,one_join,WHERE,,54.714,43.572,3.141
19792,Postgres,Postgres,joins,select,2,clients,False,10000000,one_join,WHERE,,54.045,43.165,3.067
19793,Postgres,Postgres,joins,select,2,clients,False,10000000,one_join,WHERE,,54.556,43.587,2.999
19794,Postgres,Postgres,joins,select,2,clients,False,10000000,one_join,WHERE,,55.062,43.564,3.064
19795,Postgres,Postgres,joins,select,2,clients,False,1,one_join_where,WHERE,,0.381,0.016,0.008
19796,Postgres,Postgres,joins,select,2,clients,False,1,one_join_where,WHERE,,0.358,0.024,0.0
19797,Postgres,Postgres,joins,select,2,clients,False,1,one_join_where,WHERE,,0.395,0.019,0.005
19798,Postgres,Postgres,joins,select,2,clients,False,1,one_join_where,WHERE,,0.393,0.016,0.008
19799,Postgres,Postgres,joins,select,2,clients,False,1,one_join_where,WHERE,,0.404,0.009,0.014
19800,Postgres,Postgres,joins,select,2,clients,False,1,one_join_where,WHERE,,0.396,0.02,0.004
19801,Postgres,Postgres,joins,select,2,clients,False,1,one_join_where,WHERE,,0.391,0.024,0.0
19802,Postgres,Postgres,joins,select,2,clients,False,1,one_join_where,WHERE,,0.393,0.018,0.005
19803,Postgres,Postgres,joins,select,2,clients,False,1,one_join_where,WHERE,,0.395,0.018,0.007
19804,Postgres,Postgres,joins,select,2,clients,False,1,one_join_where,WHERE,,0.392,0.02,0.004
19805,Postgres,Postgres,joins,select,2,clients,False,100000,three_joins,WHERE,,2.624,0.706,0.052
19806,Postgres,Postgres,joins,select,2,clients,False,100000,three_joins,WHERE,,2.663,0.701,0.055
19807,Postgres,Postgres,joins,select,2,clients,False,100000,three_joins,WHERE,,2.687,0.713,0.043
19808,Postgres,Postgres,joins,select,2,clients,False,100000,three_joins,WHERE,,2.682,0.726,0.039
19809,Postgres,Postgres,joins,select,2,clients,False,100000,three_joins,WHERE,,2.631,0.702,0.063
19810,Postgres,Postgres,joins,select,2,clients,False,100000,three_joins,WHERE,,2.702,0.689,0.068
19811,Postgres,Postgres,joins,select,2,clients,False,100000,three_joins,WHERE,,2.642,0.716,0.047
19812,Postgres,Postgres,joins,select,2,clients,False,100000,three_joins,WHERE,,2.627,0.721,0.043
19813,Postgres,Postgres,joins,select,2,clients,False,100000,three_joins,WHERE,,2.627,0.718,0.047
19814,Postgres,Postgres,joins,select,2,clients,False,100000,three_joins,WHERE,,2.642,0.687,0.068
19815,Postgres,Postgres,joins,select,2,clients,False,3,three_joins_where,WHERE,,0.035,0.016,0.008
19816,Postgres,Postgres,joins,select,2,clients,False,3,three_joins_where,WHERE,,0.034,0.019,0.005
19817,Postgres,Postgres,joins,select,2,clients,False,3,three_joins_where,WHERE,,0.035,0.02,0.004
19818,Postgres,Postgres,joins,select,2,clients,False,3,three_joins_where,WHERE,,0.034,0.019,0.005
19819,Postgres,Postgres,joins,select,2,clients,False,3,three_joins_where,WHERE,,0.036,0.02,0.005
19820,Postgres,Postgres,joins,select,2,clients,False,3,three_joins_where,WHERE,,0.035,0.025,0.0
19821,Postgres,Postgres,joins,select,2,clients,False,3,three_joins_where,WHERE,,0.034,0.024,0.0
19822,Postgres,Postgres,joins,select,2,clients,False,3,three_joins_where,WHERE,,0.036,0.019,0.005
19823,Postgres,Postgres,joins,select,2,clients,False,3,three_joins_where,WHERE,,0.035,0.02,0.005
19824,Postgres,Postgres,joins,select,2,clients,False,3,three_joins_where,WHERE,,0.034,0.023,0.0
19825,Postgres,Postgres,joins,select,2,clients,False,10000000,two_joins,WHERE,,80.441,65.114,4.078
19826,Postgres,Postgres,joins,select,2,clients,False,10000000,two_joins,WHERE,,72.838,57.334,4.289
19827,Postgres,Postgres,joins,select,2,clients,False,10000000,two_joins,WHERE,,73.0,57.726,4.292
19828,Postgres,Postgres,joins,select,2,clients,False,10000000,two_joins,WHERE,,72.916,57.435,4.106
19829,Postgres,Postgres,joins,select,2,clients,False,10000000,two_joins,WHERE,,72.75,57.455,4.075
19830,Postgres,Postgres,joins,select,2,clients,False,10000000,two_joins,WHERE,,72.487,57.249,4.077
19831,Postgres,Postgres,joins,select,2,clients,False,10000000,two_joins,WHERE,,73.688,58.164,4.064
19832,Postgres,Postgres,joins,select,2,clients,False,10000000,two_joins,WHERE,,72.134,56.464,4.402
19833,Postgres,Postgres,joins,select,2,clients,False,10000000,two_joins,WHERE,,72.672,57.295,4.183
19834,Postgres,Postgres,joins,select,2,clients,False,10000000,two_joins,WHERE,,72.468,57.404,4.013
19835,Postgres,Postgres,joins,select,2,clients,False,1,two_joins_where,WHERE,,0.392,0.019,0.005
19836,Postgres,Postgres,joins,select,2,clients,False,1,two_joins_where,WHERE,,0.395,0.024,0.0
19837,Postgres,Postgres,joins,select,2,clients,False,1,two_joins_where,WHERE,,0.356,0.012,0.012
19838,Postgres,Postgres,joins,select,2,clients,False,1,two_joins_where,WHERE,,0.391,0.024,0.0
19839,Postgres,Postgres,joins,select,2,clients,False,1,two_joins_where,WHERE,,0.39,0.016,0.008
19840,Postgres,Postgres,joins,select,2,clients,False,1,two_joins_where,WHERE,,0.39,0.01,0.014
19841,Postgres,Postgres,joins,select,2,clients,False,1,two_joins_where,WHERE,,0.393,0.01,0.014
19842,Postgres,Postgres,joins,select,2,clients,False,1,two_joins_where,WHERE,,0.396,0.024,0.0
19843,Postgres,Postgres,joins,select,2,clients,False,1,two_joins_where,WHERE,,0.389,0.019,0.004
19844,Postgres,Postgres,joins,select,2,clients,False,1,two_joins_where,WHERE,,0.393,0.02,0.005
19845,Postgres,Postgres,joins,select,2,companies,True,10000000,one_join,WHERE,,55.186,43.887,3.137
19846,Postgres,Postgres,joins,select,2,companies,True,10000000,one_join,WHERE,,53.949,43.212,3.111
19847,Postgres,Postgres,joins,select,2,companies,True,10000000,one_join,WHERE,,54.703,43.773,3.105
19848,Postgres,Postgres,joins,select,2,companies,True,10000000,one_join,WHERE,,54.352,43.12,3.096
19849,Postgres,Postgres,joins,select,2,companies,True,10000000,one_join,WHERE,,54.428,43.418,3.011
19850,Postgres,Postgres,joins,select,2,companies,True,10000000,one_join,WHERE,,54.575,43.704,2.94
19851,Postgres,Postgres,joins,select,2,companies,True,10000000,one_join,WHERE,,54.661,43.554,3.234
19852,Postgres,Postgres,joins,select,2,companies,True,10000000,one_join,WHERE,,54.423,43.175,3.277
19853,Postgres,Postgres,joins,select,2,companies,True,10000000,one_join,WHERE,,56.829,42.987,3.289
19854,Postgres,Postgres,joins,select,2,companies,True,10000000,one_join,WHERE,,57.285,43.516,3.115
19855,Postgres,Postgres,joins,select,2,companies,True,1,one_join_where,WHERE,,0.03,0.015,0.009
19856,Postgres,Postgres,joins,select,2,companies,True,1,one_join_where,WHERE,,0.032,0.021,0.004
19857,Postgres,Postgres,joins,select,2,companies,True,1,one_join_where,WHERE,,0.031,0.021,0.004
19858,Postgres,Postgres,joins,select,2,companies,True,1,one_join_where,WHERE,,0.032,0.021,0.004
19859,Postgres,Postgres,joins,select,2,companies,True,1,one_join_where,WHERE,,0.031,0.021,0.003
19860,Postgres,Postgres,joins,select,2,companies,True,1,one_join_where,WHERE,,0.031,0.021,0.004
19861,Postgres,Postgres,joins,select,2,companies,True,1,one_join_where,WHERE,,0.031,0.024,0.0
19862,Postgres,Postgres,joins,select,2,companies,True,1,one_join_where,WHERE,,0.033,0.021,0.004
19863,Postgres,Postgres,joins,select,2,companies,True,1,one_join_where,WHERE,,0.031,0.019,0.005
19864,Postgres,Postgres,joins,select,2,companies,True,1,one_join_where,WHERE,,0.031,0.016,0.008
19865,Postgres,Postgres,joins,select,2,companies,True,100000,three_joins,WHERE,,2.711,0.711,0.047
19866,Postgres,Postgres,joins,select,2,companies,True,100000,three_joins,WHERE,,2.721,0.708,0.052
19867,Postgres,Postgres,joins,select,2,companies,True,100000,three_joins,WHERE,,2.686,0.7,0.083
19868,Postgres,Postgres,joins,select,2,companies,True,100000,three_joins,WHERE,,2.631,0.719,0.035
19869,Postgres,Postgres,joins,select,2,companies,True,100000,three_joins,WHERE,,2.711,0.713,0.051
19870,Postgres,Postgres,joins,select,2,companies,True,100000,three_joins,WHERE,,2.695,0.707,0.056
19871,Postgres,Postgres,joins,select,2,companies,True,100000,three_joins,WHERE,,2.726,0.739,0.026
19872,Postgres,Postgres,joins,select,2,companies,True,100000,three_joins,WHERE,,2.698,0.699,0.068
19873,Postgres,Postgres,joins,select,2,companies,True,100000,three_joins,WHERE,,2.676,0.695,0.065
19874,Postgres,Postgres,joins,select,2,companies,True,100000,three_joins,WHERE,,2.696,0.712,0.05
19875,Postgres,Postgres,joins,select,2,companies,True,3,three_joins_where,WHERE,,0.035,0.019,0.005
19876,Postgres,Postgres,joins,select,2,companies,True,3,three_joins_where,WHERE,,0.036,0.017,0.008
19877,Postgres,Postgres,joins,select,2,companies,True,3,three_joins_where,WHERE,,0.034,0.017,0.007
19878,Postgres,Postgres,joins,select,2,companies,True,3,three_joins_where,WHERE,,0.035,0.016,0.008
19879,Postgres,Postgres,joins,select,2,companies,True,3,three_joins_where,WHERE,,0.035,0.021,0.004
19880,Postgres,Postgres,joins,select,2,companies,True,3,three_joins_where,WHERE,,0.035,0.018,0.007
19881,Postgres,Postgres,joins,select,2,companies,True,3,three_joins_where,WHERE,,0.034,0.024,0.0
19882,Postgres,Postgres,joins,select,2,companies,True,3,three_joins_where,WHERE,,0.035,0.01,0.014
